30.35	22.6	1
29.85	22.55	1
29.4	22.15	1
29.45	21.7	1
29.8	21.9	0
30.2	22.2	0
30.7	22.05	1
30.4	21.75	0
30.05	21.5	0
29.8	21.2	1
31	21.7	1
30.85	21.25	0
30.35	21.15	0
29.8	20.7	1
30.15	20.55	0
30.75	20.75	0
31.15	20.85	0
31.35	21.35	1
31.95	21.5	1
31.75	21.05	0
32.15	21.05	0
32.65	21.15	0
32.45	21.7	1
33.05	21.75	1
33.25	21.2	0
33.6	21.7	1
34.1	21.5	1
33.75	21.1	0
34.65	21.3	1
34.15	20.85	0
34.65	20.75	0
35.05	21.1	1
35.45	20.7	1
35.8	20.3	1
35.2	20.25	0
35.6	19.8	1
35.25	19.35	1
34.9	19.85	0
34.5	20.3	0
34.65	19.4	1
34.15	19.7	1
34	20.15	0
33.6	20.4	0
33.15	20.55	0
32.75	20.65	0
33.6	19.9	1
33.05	19.95	1
32.45	20	1
32.3	20.55	0
31.9	20	1
31.75	20.45	0
31.3	20.35	0
31.3	19.8	1
30.9	20.2	0
30.35	20.05	0
29.85	19.95	0
30.55	19.6	0
31	19.4	1
29.45	20.2	1
29.1	19.85	1
28.7	19.65	1
28.2	19.35	1
27.95	18.75	1
28.15	18.35	1
28.45	18.1	1
28.75	17.7	1
29.15	17.35	1
29.65	17.15	1
30.15	17.05	1
30.8	16.9	1
31.35	17.2	1
31.3	17.85	1
31.05	18.35	1
30.9	18.95	1
30.35	19.05	0
30	19.5	0
29.45	19.6	0
28.95	19.25	0
28.5	18.85	0
28.75	18.4	0
29.15	18.8	0
29.55	19.1	0
29.9	18.7	0
29.55	18.4	0
29.05	18.2	0
29.5	17.8	0
30	18.25	0
30.5	18.6	0
30.6	18.05	0
29.9	17.7	0
30.3	17.5	0
30.8	17.5	0
11.4	12.55	1
12.05	12.75	1
12.7	13	1
13.35	13.05	1
14.2	12.95	1
15.05	12.95	1
15.6	12.95	1
16.1	13.1	1
15.95	12.6	0
15.4	12.45	0
14.65	12.4	0
13.85	12.4	0
13.15	12.2	0
12.65	12.4	0
11.9	12.1	0
12	11.5	0
12.65	11.65	0
13.4	11.65	0
14.1	11.7	0
14.6	11.8	0
15.2	11.95	0
15.05	11.55	1
14.45	11.2	1
13.95	10.9	1
13.05	11.1	0
13.55	10.65	1
12.45	10.9	0
13.2	10.25	1
11.25	11.1	0
11.25	11.85	0
10.7	12.25	1
10.05	11.85	1
10.6	11.6	0
9.75	11.35	1
10.4	10.9	0
9.75	10.6	1
9.75	9.8	1
10.35	10.2	0
10.9	10.4	0
11.7	10.55	0
12.4	10.1	0
12.9	9.7	1
12.35	9.65	0
11.85	10	0
11.15	9.8	0
10.65	9.55	0
10.1	9.25	1
10.75	9	1
11.1	9.3	0
11.7	9.4	0
12.15	9.1	0
12.85	9.05	1
12.45	8.7	0
11.95	8.25	0
11.7	8.85	0
11.3	8.5	1
11.55	7.95	1
12.9	8.5	1
13.25	8.05	1
12.65	7.95	0
12.1	7.6	0
11.65	7.35	1
12.2	7	0
11.8	6.65	1
12.65	7.3	0
13.2	7.55	0
13.65	7.75	1
14.35	7.55	1
13.8	7.3	0
13.35	6.85	0
12.7	6.7	0
12.45	6.25	1
13.2	5.85	1
13.65	6.25	0
14.1	6.75	0
14.7	6.9	0
15	7.5	1
15.85	7.3	1
15.35	7.05	0
15.1	6.35	0
14.45	6.3	0
14.75	5.75	1
13.95	5.8	1
15.5	5.9	1
15.8	6.4	0
16.05	6.85	0
16.55	7.1	1
16.7	6.5	0
16.25	6.1	1
17.05	6.25	1
15.85	11.55	1
15.9	12.1	0
16.3	11.65	1
16.55	12.05	0
