409.54	188.88	1
405.97	179.21	1
402.9	170.11	1
400.19	161.95	1
393.88	153.25	1
384.98	158.02	1
376.57	164.34	1
367.24	161.55	1
362.23	152.59	1
364.48	143.93	1
374	138.93	1
382.82	140.98	1
390.53	135.73	1
389.21	126.11	1
386.48	117.08	1
383.46	108.04	1
383.54	99.86	1
392.59	96.79	1
401.04	94.4	1
410.81	91.92	1
419.05	93.13	1
417.25	102.19	1
419.13	111.65	1
427.66	118.4	1
436.04	117.5	1
444.75	109.05	1
444.35	100.84	1
436.15	92.92	1
436.84	83.54	1
445.62	80.72	1
454.58	77.73	1
463.85	75.98	1
471.97	77.02	1
474.55	86.88	1
476.26	95.19	1
479.5	104.41	1
487.53	110.49	1
495.46	102.88	1
504.31	99.7	1
513.28	104.22	1
516.89	113.65	1
511.3	122.2	1
502.87	124.54	1
493.2	123.41	1
487.73	130	1
490.14	139.73	1
493.54	148.36	1
495.36	157.57	1
491.75	163.92	1
482.43	166.54	1
473.17	169.51	1
464.37	171.98	1
458.11	167.24	1
460.91	158.12	1
457.95	149.58	1
448.23	144.45	1
439.06	146.65	1
432.31	155.83	1
434.32	164.21	1
442.94	173.51	1
438.22	179.86	1
429.44	182.02	1
420.93	185.83	1
411.69	188.36	1
493.89	371.94	1
484.41	366.12	1
475.44	361.7	1
466.33	356.79	1
463.49	349	1
472.58	343.58	1
476.9	334.96	1
473.28	325.84	1
464.22	320.13	1
455.35	322.5	1
449.41	331.62	1
450.35	340.28	1
442.51	344.23	1
433.03	339.13	1
424.79	334.24	1
415.28	329.9	1
418.46	320.6	1
423.83	311.18	1
428.46	302.01	1
428.27	293.26	1
419.12	290.06	1
410.49	289.33	1
404.67	280.49	1
407	271.04	1
415.87	265.79	1
424.09	267.56	1
430.9	276.94	1
439.17	278.64	1
445.14	270.41	1
450.05	261.97	1
455.38	252.65	1
462.3	249.19	1
471.03	254.12	1
480.79	258.77	1
489.72	264.55	1
485.97	272.88	1
477.84	279.96	1
476.78	288.3	1
483.83	297.56	1
492.27	298.01	1
501.55	293.42	1
503.63	284.02	1
504.82	275.14	1
513.64	276.3	1
522.32	281.36	1
531.49	285.99	1
538.42	292.03	1
533.72	301.04	1
529.85	310.46	1
524.2	319.85	1
525.18	328.17	1
534.01	329.08	1
543.58	331.43	1
548.26	340.53	1
545.97	349.37	1
537.17	354.98	1
528.91	352.72	1
522.65	344.59	1
514.25	341.59	1
508.28	349.77	1
503.33	358.48	1
498.1	367.46	1
97.88	434.83	1
88.46	431.72	1
79.65	423.35	1
75.73	414.67	1
74.11	405.54	1
75.84	396.09	1
79.2	387.81	1
85.8	378.29	1
94.27	371.26	1
96.32	362.09	1
95.07	353.73	1
94.6	344.94	1
96.54	335.78	1
98.16	326.46	1
102.5	317.09	1
107.53	308.78	1
114.51	299.04	1
122.17	290.1	1
114.46	285.75	1
105.27	277.69	1
97.24	268.44	1
88.55	259.89	1
79.1	250.34	1
71.8	241.85	1
62.07	232.08	1
54.79	223.3	1
45.19	214.36	1
39.12	205.21	1
36.95	196.68	1
36.42	187.15	1
39.11	178.93	1
45.77	169.15	1
54.25	163.75	1
63.82	161.35	1
72.96	161.57	1
82	164.35	1
90.01	171.76	1
96.78	170.6	1
98.69	161.88	1
100.93	152.26	1
104.47	143.98	1
103.83	134.31	1
100.3	125.32	1
96.42	116	1
93.07	107.07	1
90.95	98.62	1
86.32	89.14	1
83.63	80.52	1
80.77	71.19	1
77.16	62.9	1
76.66	53.76	1
76.08	44.08	1
79.64	35.13	1
85.28	26.3	1
94.93	19.39	1
103.21	15.52	1
112.55	13.77	1
121.74	13.21	1
130.09	15.63	1
139.61	22	1
147.51	29.58	1
152.74	38.42	1
155.88	47.31	1
159.76	56.75	1
162.63	65.31	1
165.3	74.69	1
169.57	83.16	1
175.9	89.81	1
184.35	88.12	1
193.53	88.64	1
202.64	89.52	1
208.69	82.28	1
211.34	73.48	1
214.96	64.47	1
218.35	55.13	1
221.97	46.62	1
224.71	37.21	1
229.62	28.26	1
238.17	20.57	1
247.17	15.67	1
256.37	13.24	1
265.71	13.02	1
274.35	15.97	1
283.57	19.31	1
291.32	27.81	1
297.34	36.28	1
300.22	45.07	1
300.07	54.87	1
299.7	63.7	1
296.54	72.52	1
292.98	81.21	1
289.23	90.55	1
286.34	99.56	1
282.5	108.1	1
279.82	117.67	1
276.16	126.42	1
272.76	135.15	1
272.2	144.6	1
276.53	153.66	1
279.52	162.26	1
280.5	171.34	1
287.98	170.15	1
296.37	163.54	1
305.45	161.66	1
314.53	161.73	1
323.92	163.21	1
332.97	170.88	1
338.99	179.32	1
340.79	188.31	1
340.47	197.51	1
336.97	206.83	1
329.49	215.07	1
321.53	224.63	1
312.68	233.56	1
304.36	242.42	1
295.19	251.33	1
287.22	260.06	1
278.6	269.48	1
270.61	278.95	1
261.98	286.69	1
254.44	291.26	1
263.6	300.19	1
270.28	309.62	1
275.23	318.54	1
278.62	327.82	1
280.13	336.71	1
281.88	345.02	1
281.82	354.97	1
279.69	363.04	1
283.46	371.6	1
292.06	379.58	1
298.67	388.82	1
301.56	397.69	1
302.47	406.7	1
300.97	415.88	1
296.67	424.31	1
287.35	431.31	1
278.06	434.62	1
269.06	434.57	1
260.43	432.62	1
251.43	427.51	1
242.09	419.59	1
233.88	416.51	1
224.3	420.78	1
215.27	423.22	1
206.27	425.75	1
197.5	426.21	1
188.82	426.56	1
180	426.35	1
170.42	425.67	1
161.22	423.8	1
152.61	420.52	1
143.38	417.94	1
135.37	418.2	1
126.16	426.3	1
117.09	431.83	1
108.87	434.64	1
99.91	434.53	1
179.86	346.71	1
188.11	347.89	1
197.83	346.8	1
206.81	343.33	1
215.58	337.04	1
222.24	328.77	1
224.03	319.86	1
223.71	310.58	1
219.37	301.74	1
210.3	293.04	1
201.46	288.09	1
