-0.2711,-6.7511,5.6663,-6.7931,2.0527,1.0949,-3.0798,-1.2842,3.3099,2.2134,-3.792,0.96246,3.0151,-2.2582,-0.53398,0.14935,0.079854,0.14672,0.03446,-0.016933,-0.027107,-0.0015862,0.022476,-0.10522,0.017058,0.030583,-0.017014,0.012613,-0.049125,0.01449,-0.53559,0.74833,0.37736,-0.18636,-0.030808,-0.35523,-0.084198,0.2592,0.19556,0.038538,-0.1478,-0.0034485,-0.1556,0.14413,0.1869,1
1.6701,-6.6424,4.9618,-7.5478,-1.7457,-1.823,-0.23942,-0.9434,1.7039,1.0569,-1.6277,-0.20381,3.0291,-2.0804,-2.2826,0.16864,0.11894,0.077815,0.068083,-0.0072731,-0.0161,-0.038866,0.05887,-0.094304,0.01535,0.019484,-0.049233,0.0076492,0.0072121,0.00014381,-0.59597,0.8235,0.23532,-0.13537,-0.014459,-0.41248,-0.03394,0.087462,0.050149,0.011101,-0.17292,0.026084,-0.048501,0.053381,0.14549,1
3.0671,-7.9665,1.8024,-4.1037,-3.857,-1.9963,-0.33405,-1.4097,-0.32324,0.88613,0.13772,-0.77301,2.3773,-2.5141,-2.1092,0.15962,0.14401,0.014834,0.064061,-0.021602,-0.0043391,-0.02623,0.01819,-0.065682,0.023977,0.034014,-0.02533,-0.0012179,0.0029248,-0.017297,-0.44804,0.89525,0.20807,0.12393,-0.01218,-0.36696,0.023032,0.02651,0.0016479,-0.034548,-0.11124,-0.082719,-0.12548,0.076822,-0.039672,1
2.6876,-5.9017,4.4879,-3.3036,-4.0339,-2.4766,1.8428,-3.1935,-0.13625,-1.4023,2.6335,-1.5148,1.8742,-2.3362,-0.99716,0.19879,0.12591,0.030266,0.076465,-0.00094055,-0.068514,-0.005457,-0.0059435,-0.014645,0.069809,0.031885,-0.024606,-0.021667,0.021874,0.014586,-0.57839,0.88018,0.28359,-0.23621,-0.093393,-0.33836,0.0021668,0.15711,-0.015717,-0.0053746,-0.15037,-0.0032854,-0.03325,-0.068428,0.024822,1
3.7039,-5.7894,2.6066,-3.0932,-5.0697,-3.2374,1.3843,-2.9198,-0.75525,-1.7511,2.8571,-0.6394,1.6958,-2.9282,-1.3786,0.1852,0.15757,0.046858,0.10924,-0.026171,-0.054312,0.014632,-0.0040476,0.04116,0.070268,0.020797,-0.036106,-0.021107,0.031633,0.02776,-0.36357,0.93309,0.15963,0.072863,0.0079017,-0.30443,0.1929,0.15001,-0.03859,-0.058399,-0.074502,-0.047159,-0.16077,-0.087277,0.0044006,1
3.6876,-5.3516,1.7086,-1.2777,-5.7706,-3.9144,0.76464,-3.1376,-0.71115,-3.1252,2.8709,0.091622,0.66547,-3.3566,-2.0191,0.15733,0.15573,0.013467,0.096091,-0.021405,-0.046247,0.060441,0.016685,0.064216,0.073305,0.03551,-0.017457,-0.031293,0.014963,0.030474,-0.38627,0.92111,0.18088,0.043398,-0.067624,-0.3843,0.058634,0.16635,0.066297,-0.0339,0.049218,-0.0056233,-0.1497,-0.16751,-0.080042,1
3.8574,-4.0894,0.55708,0.7518,-4.8861,-3.8173,0.17042,-4.4593,-0.85507,-4.0056,2.8329,0.53329,0.67695,-3.2459,-2.1135,0.16973,0.17106,-0.032872,0.072097,-0.0044627,-0.052951,0.040125,-0.001728,0.059646,0.078041,0.060401,-0.0060011,-0.022812,0.015931,0.021764,-0.50844,0.94763,0.4067,-0.12093,-0.00030872,-0.36996,-0.1355,0.12101,-0.076504,0.034828,-0.0094894,-0.096974,-0.061704,-0.092341,-0.12522,1
3.564,-4.472,1.3923,-0.9287,-4.8853,-4.7053,0.42468,-3.3783,-0.31972,-4.2505,1.9378,1.0048,0.8199,-3.235,-2.2507,0.1821,0.16929,-0.03063,0.095923,-0.001149,-0.057225,0.019997,0.026304,0.048308,0.065431,0.0591,-0.019131,-0.031088,0.027975,0.030442,-0.4742,0.85232,0.38085,-0.05203,-0.041179,-0.36788,-0.17667,0.10451,0.047799,-0.014009,0.020206,-0.085723,-0.1034,-0.15059,-0.0056311,1
3.6026,-3.5371,1.0746,-0.082429,-4.4159,-5.4681,0.57035,-3.83,0.58043,-4.0374,1.2643,1.0866,0.91863,-3.7652,-2.7038,0.1833,0.17169,-0.050167,0.082318,0.0064069,-0.056361,0.013749,0.033393,0.054388,0.062217,0.05749,-0.016756,-0.021176,0.029328,0.037307,-0.58042,0.88663,0.41909,-0.15355,-0.023137,-0.44652,-0.14373,0.1747,-0.15893,0.015637,-0.074198,-0.19569,-0.054411,-0.16572,-0.09031,1
0.56626,-1.3566,2.0165,2.2828,0.16584,-7.5058,-0.72874,-3.8232,0.77521,-6.1785,-0.22452,-0.17409,0.416,-3.4456,-1.5683,0.1905,0.14709,-0.05891,-0.0043341,0.025278,-0.010577,0.10686,0.092649,0.082466,0.018587,-0.010635,-0.0046724,0.013984,0.0048735,0.096924,-0.51849,0.90666,0.46836,-0.26475,-0.097116,-0.43211,-0.25521,0.19532,-0.0098964,-0.027688,0.1215,-0.18259,-0.090276,-0.15729,-0.19106,1
